1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
0.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
1.0	8071
0.0	8071
1.0	8071
1.0	8072
1.0	8072
1.0	8072
1.0	8072
1.0	8072
1.0	8072
0.0	8072
1.0	8072
1.0	8072
1.0	8072
1.0	8072
1.0	8072
1.0	8072
1.0	8072
0.0	8072
1.0	8072
1.0	8072
1.0	8073
0.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
0.0	8073
0.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
0.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8073
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8074
0.0	8074
1.0	8074
1.0	8074
1.0	8074
1.0	8075
1.0	8075
1.0	8075
1.0	8075
0.0	8075
1.0	8075
1.0	8075
1.0	8075
1.0	8075
1.0	8075
1.0	8075
1.0	8076
1.0	8076
1.0	8076
1.0	8076
0.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
0.0	8076
0.0	8076
0.0	8076
1.0	8076
1.0	8076
0.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8076
1.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8077
0.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8077
0.0	8077
1.0	8077
0.0	8077
1.0	8077
1.0	8077
1.0	8077
1.0	8078
0.0	8078
1.0	8078
1.0	8078
0.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
0.0	8078
1.0	8078
1.0	8078
0.0	8078
1.0	8078
0.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
0.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8078
1.0	8079
0.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
0.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
0.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8079
1.0	8080
0.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
0.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
0.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
0.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
1.0	8080
